mood_id,user_id,mood_rating,mood_notes,mood_date
502,502,9,Having a creative burst!,2025-06-12
503,503,2,Feeling unappreciated.,2025-06-06
504,504,10,Need some alone time.,2025-06-13
505,505,8,Grateful for small wins.,2025-06-14
506,506,5,Feeling very connected to friends.,2025-06-13
507,507,9,Surprisingly optimistic.,2025-06-14
508,508,5,"Too much screen time, feel drained.",2025-06-12
509,509,6,Feel like I’m falling behind.,2025-06-09
510,510,7,Having a balanced day emotionally.,2025-06-07
511,511,5,Laughed till my stomach hurt.,2025-06-12
512,512,1,Felt disconnected in meetings.,2025-06-15
513,513,6,Content with how the day went.,2025-06-12
514,514,6,Insecure about how I look today.,2025-06-07
515,515,8,Anxious about upcoming tasks.,2025-06-06
516,516,7,Excited to start new projects.,2025-06-07
517,517,2,Overwhelmed with deadlines.,2025-06-14
518,518,8,Finally feel seen.,2025-06-07
519,519,2,Feeling nauseous and stressed.,2025-06-13
520,520,1,Mood improving slowly.,2025-06-11
521,521,6,Feel excited but also scared.,2025-06-09
522,522,8,Felt great after workout.,2025-06-10
523,523,4,Very sleepy all day.,2025-06-08
524,524,9,Love being productive!,2025-06-10
525,525,10,Emotionally numb.,2025-06-07
526,526,6,Feel supported by my friends.,2025-06-11
527,527,6,Sick and a bit cranky.,2025-06-12
528,528,5,Light-hearted mood today.,2025-06-11
529,529,8,Went on a nature walk—very soothing.,2025-06-15
530,530,6,"Panic attack earlier, now calming down.",2025-06-15
531,531,6,Laughing helped reduce stress.,2025-06-14
532,532,3,Proud of what I achieved today.,2025-06-12
533,533,4,Can’t stop worrying about the future.,2025-06-07
534,534,2,Laughing a lot today.,2025-06-13
535,535,4,Heavy-hearted.,2025-06-15
536,536,6,Restless sleep last night.,2025-06-12
537,537,7,"Chatted with a mentor, feeling guided.",2025-06-10
538,538,1,Experienced pure joy in small things.,2025-06-12
539,539,9,Having a balanced day emotionally.,2025-06-12
540,540,2,Sick and a bit cranky.,2025-06-14
541,541,5,"Had a cry, now feel lighter.",2025-06-10
542,542,1,"Missed meals, now moody.",2025-06-09
543,543,5,Joyful after catching up with an old friend.,2025-06-14
544,544,6,Deep in thought.,2025-06-10
545,545,6,Deep in thought.,2025-06-12
546,546,4,Tired but happy.,2025-06-08
547,547,4,"Watched a good movie, feeling relaxed.",2025-06-11
548,548,6,Regret being unkind earlier.,2025-06-11
549,549,3,Deep in thought.,2025-06-11
550,550,2,Letting go of guilt.,2025-06-13
551,551,9,"Chatted with a mentor, feeling guided.",2025-06-09
552,552,3,Feeling very connected to friends.,2025-06-07
553,553,6,Grateful for small wins.,2025-06-09
554,554,8,Feeling thankful and grateful.,2025-06-11
555,555,6,Love being productive!,2025-06-10
556,556,6,Feeling impulsive and reckless.,2025-06-09
557,557,1,Excited for the weekend!,2025-06-10
558,558,2,Laughed till my stomach hurt.,2025-06-07
559,559,2,Feeling like giving up.,2025-06-07
560,560,7,Anxious about upcoming tasks.,2025-06-12
561,561,10,Good conversation boosted my mood.,2025-06-06
562,562,1,"Too much screen time, feel drained.",2025-06-11
563,563,2,Distracted and confused.,2025-06-15
564,564,8,Lack of motivation lately.,2025-06-11
565,565,10,Letting go of guilt.,2025-06-13
566,566,6,Mind feels heavy.,2025-06-13
567,567,2,Can’t stop worrying about the future.,2025-06-10
568,568,10,Feel mentally stronger today.,2025-06-11
569,569,4,Dealing with some family stress.,2025-06-08
570,570,7,Calmer after meditation.,2025-06-12
571,571,1,Chose rest over hustle.,2025-06-11
572,572,4,Need some alone time.,2025-06-09
573,573,10,Having a creative burst!,2025-06-15
574,574,3,Today was a blur.,2025-06-12
575,575,6,Feel like isolating myself.,2025-06-10
576,576,6,Emotionally numb.,2025-06-15
577,577,1,Feeling nauseous and stressed.,2025-06-13
578,578,8,Eager for change.,2025-06-15
579,579,9,Finally feel seen.,2025-06-09
580,580,5,Letting go of guilt.,2025-06-10
581,581,1,Trying to reset mentally.,2025-06-08
582,582,7,Need some alone time.,2025-06-13
583,583,9,Peaceful like never before.,2025-06-14
584,584,2,Experiencing imposter syndrome.,2025-06-12
585,585,6,Emotionally stable right now.,2025-06-13
586,586,8,Insecure about how I look today.,2025-06-07
587,587,9,Calmer after meditation.,2025-06-15
588,588,2,Experienced pure joy in small things.,2025-06-07
589,589,6,Grateful for small wins.,2025-06-14
590,590,7,Feeling unappreciated.,2025-06-07
591,591,4,Craving human connection.,2025-06-12
592,592,2,Nothing feels real.,2025-06-13
593,593,5,Struggling with loneliness.,2025-06-07
594,594,10,Felt disconnected in meetings.,2025-06-11
595,595,9,Restless sleep last night.,2025-06-08
596,596,7,"Too much screen time, feel drained.",2025-06-15
597,597,2,Experienced pure joy in small things.,2025-06-07
598,598,2,Social battery is low.,2025-06-15
599,599,6,Today was a blur.,2025-06-11
600,600,8,Went on a nature walk—very soothing.,2025-06-06
601,601,10,Feeling like giving up.,2025-06-07
602,602,6,Feeling like giving up.,2025-06-09
603,603,7,Sick and a bit cranky.,2025-06-12
604,604,5,Got closure today.,2025-06-12
605,605,1,Mood fluctuated a lot today.,2025-06-08
606,606,4,Social battery is low.,2025-06-10
607,607,1,Heavy-hearted.,2025-06-14
608,608,8,Hope is back.,2025-06-10
609,609,9,Laughing a lot today.,2025-06-09
610,610,6,Feel like isolating myself.,2025-06-12
611,611,9,Excited for the weekend!,2025-06-14
612,612,9,"Panic attack earlier, now calming down.",2025-06-12
613,613,8,"Missed meals, now moody.",2025-06-15
614,614,8,Content with how the day went.,2025-06-10
615,615,3,Anxious about upcoming tasks.,2025-06-06
616,616,6,Dealing with some family stress.,2025-06-06
617,617,9,Feeling like giving up.,2025-06-15
618,618,9,Restless sleep last night.,2025-06-09
619,619,2,Dealing with some family stress.,2025-06-13
620,620,7,Having a creative burst!,2025-06-15
621,621,9,Excited to start new projects.,2025-06-11
622,622,4,Dealing with some family stress.,2025-06-12
623,623,6,Feel supported by my friends.,2025-06-11
624,624,7,Lack of motivation lately.,2025-06-13
625,625,3,Trying not to overthink.,2025-06-14
626,626,8,Emotionally drained.,2025-06-12
627,627,1,Proud of what I achieved today.,2025-06-12
628,628,4,Trying to stay grounded.,2025-06-06
629,629,5,Need a digital detox.,2025-06-07
630,630,7,Emotionally numb.,2025-06-10
631,631,7,Restless with no clear reason.,2025-06-14
632,632,5,Excited to start new projects.,2025-06-14
633,633,3,"Got good news, feeling thrilled.",2025-06-10
634,634,4,Trying to stay grounded.,2025-06-14
635,635,6,Anxious about upcoming tasks.,2025-06-09
636,636,9,Smiling for no reason.,2025-06-12
637,637,8,Feel excited but also scared.,2025-06-07
638,638,4,Struggling to stay focused today.,2025-06-15
639,639,9,Smiling for no reason.,2025-06-09
640,640,3,Struggling to stay focused today.,2025-06-09
641,641,1,Panic subsided after deep breathing.,2025-06-06
642,642,3,Really motivated today.,2025-06-08
643,643,7,Felt really inspired.,2025-06-06
644,644,2,Mood fluctuated a lot today.,2025-06-11
645,645,3,Mood improving slowly.,2025-06-15
646,646,7,Feeling impulsive and reckless.,2025-06-06
647,647,5,Feel excited but also scared.,2025-06-10
648,648,1,Irritated by minor things.,2025-06-10
649,649,5,Feel like isolating myself.,2025-06-13
650,650,9,"Panic attack earlier, now calming down.",2025-06-06
651,651,3,Joyful after catching up with an old friend.,2025-06-07
652,652,3,Trying to stay grounded.,2025-06-09
653,653,8,Eager for change.,2025-06-09
654,654,9,Proud of what I achieved today.,2025-06-10
655,655,4,Emotionally stable right now.,2025-06-10
656,656,5,"Panic attack earlier, now calming down.",2025-06-09
657,657,5,Grateful for small wins.,2025-06-09
658,658,9,Really motivated today.,2025-06-15
659,659,8,Heavy-hearted.,2025-06-07
660,660,5,Still processing emotions.,2025-06-08
661,661,4,Hope is back.,2025-06-12
662,662,5,Feeling impulsive and reckless.,2025-06-09
663,663,4,Restless sleep last night.,2025-06-07
664,664,8,"Got good news, feeling thrilled.",2025-06-14
665,665,6,Having a creative burst!,2025-06-10
666,666,3,Having a balanced day emotionally.,2025-06-12
667,667,2,Struggling to stay focused today.,2025-06-15
668,668,5,Had a peaceful morning walk.,2025-06-15
669,669,7,Nothing feels real.,2025-06-10
670,670,5,Feeling nauseous and stressed.,2025-06-10
671,671,2,Feeling very present and mindful.,2025-06-06
672,672,6,Distracted and confused.,2025-06-06
673,673,1,Lack of motivation lately.,2025-06-15
674,674,1,Feel supported by my friends.,2025-06-15
675,675,5,Finally feel seen.,2025-06-09
676,676,2,Today was a blur.,2025-06-14
677,677,1,No energy to do anything.,2025-06-13
678,678,6,Got closure today.,2025-06-09
679,679,4,Head feels heavy.,2025-06-06
680,680,7,Experienced pure joy in small things.,2025-06-12
681,681,7,Experiencing imposter syndrome.,2025-06-07
682,682,8,Restless sleep last night.,2025-06-10
683,683,8,"Slept well, feel recharged.",2025-06-11
684,684,9,Very sleepy all day.,2025-06-06
685,685,2,Feel mentally stronger today.,2025-06-08
686,686,10,Calm and grounded.,2025-06-08
687,687,2,Social battery is low.,2025-06-13
688,688,3,Tired but happy.,2025-06-07
689,689,5,Heavy-hearted.,2025-06-12
690,690,5,Feeling like giving up.,2025-06-09
691,691,3,Calmer after meditation.,2025-06-11
692,692,2,Messed up something and feeling guilty.,2025-06-14
693,693,6,Craving human connection.,2025-06-12
694,694,1,Insecure about how I look today.,2025-06-14
695,695,10,Struggling to stay focused today.,2025-06-08
696,696,4,Heavy-hearted.,2025-06-08
697,697,6,Still processing emotions.,2025-06-10
698,698,10,Feel like isolating myself.,2025-06-08
699,699,10,Experiencing imposter syndrome.,2025-06-09
700,700,7,Having a creative burst!,2025-06-13
701,701,4,Day felt too long.,2025-06-07
702,702,2,Love being productive!,2025-06-10
703,703,5,Reconnected with myself.,2025-06-09
704,704,7,Trying not to overthink.,2025-06-12
705,705,5,Tired but happy.,2025-06-10
706,706,2,No energy to do anything.,2025-06-15
707,707,10,Feel like isolating myself.,2025-06-10
708,708,8,Deep in thought.,2025-06-15
709,709,7,Anxious about upcoming tasks.,2025-06-06
710,710,3,Head feels heavy.,2025-06-09
711,711,8,Excited for the weekend!,2025-06-10
712,712,10,Overwhelmed with deadlines.,2025-06-06
713,713,5,Regret being unkind earlier.,2025-06-14
714,714,6,Felt disconnected in meetings.,2025-06-14
715,715,3,Feel like I’m falling behind.,2025-06-09
716,716,8,"Slept well, feel recharged.",2025-06-11
717,717,6,"Got good news, feeling thrilled.",2025-06-11
718,718,5,Restless with no clear reason.,2025-06-08
719,719,5,Love being productive!,2025-06-06
720,720,3,Distracted and confused.,2025-06-12
721,721,6,Can’t stop worrying about the future.,2025-06-13
722,722,6,Hurt by someone’s words.,2025-06-10
723,723,3,Feeling nauseous and stressed.,2025-06-12
724,724,2,Calm and grounded.,2025-06-12
725,725,7,Chose rest over hustle.,2025-06-13
726,726,5,"Panic attack earlier, now calming down.",2025-06-07
727,727,7,Head feels heavy.,2025-06-11
728,728,2,Good conversation boosted my mood.,2025-06-15
729,729,1,Felt really inspired.,2025-06-10
730,730,7,Feeling thankful and grateful.,2025-06-13
731,731,6,"Watched a good movie, feeling relaxed.",2025-06-06
732,732,4,Feeling impulsive and reckless.,2025-06-09
733,733,8,Head feels heavy.,2025-06-06
734,734,9,Lack of motivation lately.,2025-06-10
735,735,9,Excited to start new projects.,2025-06-12
736,736,2,Very sleepy all day.,2025-06-07
737,737,7,Distracted and confused.,2025-06-07
738,738,9,Struggling with loneliness.,2025-06-12
739,739,7,Messed up something and feeling guilty.,2025-06-07
740,740,7,Really motivated today.,2025-06-15
741,741,6,Felt supported by family today.,2025-06-13
742,742,6,Feel supported by my friends.,2025-06-10
743,743,5,Need a digital detox.,2025-06-07
744,744,9,Nothing feels real.,2025-06-08
745,745,3,Insecure about how I look today.,2025-06-08
746,746,5,Messed up something and feeling guilty.,2025-06-14
747,747,5,"Got good news, feeling thrilled.",2025-06-08
748,748,6,Trying not to overthink.,2025-06-11
749,749,3,Laughing helped reduce stress.,2025-06-06
750,750,3,Lonely but trying to stay positive.,2025-06-14
751,751,8,Insecure about how I look today.,2025-06-15
752,752,4,Laughed till my stomach hurt.,2025-06-13
753,753,6,Restless sleep last night.,2025-06-12
754,754,9,"Had a cry, now feel lighter.",2025-06-06
755,755,3,"Slept well, feel recharged.",2025-06-07
756,756,6,Peaceful like never before.,2025-06-09
757,757,1,Irritated by minor things.,2025-06-12
758,758,4,Light-hearted mood today.,2025-06-07
759,759,1,Restless with no clear reason.,2025-06-06
760,760,7,Overstimulated from social interaction.,2025-06-08
761,761,10,Feeling like giving up.,2025-06-09
762,762,10,Experiencing imposter syndrome.,2025-06-06
763,763,4,Feel excited but also scared.,2025-06-15
764,764,3,Feel like isolating myself.,2025-06-10
765,765,4,Anxious about upcoming tasks.,2025-06-06
766,766,5,Excited to start new projects.,2025-06-11
767,767,10,"Slept well, feel recharged.",2025-06-06
768,768,8,Struggling to stay focused today.,2025-06-12
769,769,6,Social battery is low.,2025-06-12
770,770,4,Very sleepy all day.,2025-06-10
771,771,4,Lack of motivation lately.,2025-06-07
772,772,2,Eager for change.,2025-06-12
773,773,1,Struggling to stay focused today.,2025-06-07
774,774,4,Feel like isolating myself.,2025-06-13
775,775,10,Anxious about upcoming tasks.,2025-06-11
776,776,1,Feeling thankful and grateful.,2025-06-13
777,777,1,Irritated by minor things.,2025-06-15
778,778,9,Overstimulated from social interaction.,2025-06-12
779,779,5,Mind racing all the time.,2025-06-09
780,780,1,"Had a cry, now feel lighter.",2025-06-10
781,781,9,Proud of what I achieved today.,2025-06-12
782,782,10,Nothing feels real.,2025-06-15
783,783,7,Regret being unkind earlier.,2025-06-07
784,784,6,Woke up with a headache.,2025-06-08
785,785,3,Struggling to stay focused today.,2025-06-13
786,786,8,No energy to do anything.,2025-06-13
787,787,7,Overstimulated from social interaction.,2025-06-11
788,788,7,Distracted and confused.,2025-06-15
789,789,10,Proud of what I achieved today.,2025-06-11
790,790,3,Social battery is low.,2025-06-15
791,791,6,Regret being unkind earlier.,2025-06-07
792,792,7,Having a balanced day emotionally.,2025-06-11
793,793,9,Head feels heavy.,2025-06-08
794,794,4,Panic subsided after deep breathing.,2025-06-14
795,795,2,Hurt by someone’s words.,2025-06-07
796,796,7,Trying to stay grounded.,2025-06-09
797,797,6,Calm and grounded.,2025-06-07
798,798,6,Head feels heavy.,2025-06-06
799,799,10,Laughing helped reduce stress.,2025-06-13
800,800,10,Light-hearted mood today.,2025-06-12
801,801,6,Today was a blur.,2025-06-12
802,802,9,Can’t stop worrying about the future.,2025-06-08
803,803,4,Feeling like giving up.,2025-06-12
804,804,3,Emotionally drained.,2025-06-08
805,805,5,Proud of what I achieved today.,2025-06-12
806,806,8,Restless with no clear reason.,2025-06-15
807,807,7,Chose rest over hustle.,2025-06-15
808,808,9,Can’t stop worrying about the future.,2025-06-06
809,809,9,Emotionally numb.,2025-06-08
810,810,1,Lonely but trying to stay positive.,2025-06-11
811,811,8,Peaceful like never before.,2025-06-08
812,812,4,Messed up something and feeling guilty.,2025-06-15
813,813,8,Hopeful about the future.,2025-06-12
814,814,6,Can’t stop worrying about the future.,2025-06-15
815,815,2,"Had a cry, now feel lighter.",2025-06-06
816,816,3,Struggling with loneliness.,2025-06-13
817,817,2,Chose rest over hustle.,2025-06-06
818,818,4,Restless with no clear reason.,2025-06-11
819,819,7,Feel like isolating myself.,2025-06-15
820,820,7,Emotionally stable right now.,2025-06-06
821,821,8,Very sleepy all day.,2025-06-10
822,822,8,"Too much screen time, feel drained.",2025-06-11
823,823,3,Still processing emotions.,2025-06-10
824,824,2,Feeling energized and productive.,2025-06-09
825,825,2,Anxious about upcoming tasks.,2025-06-13
826,826,5,Need some alone time.,2025-06-12
827,827,5,Reconnected with myself.,2025-06-07
828,828,3,Eager for change.,2025-06-09
829,829,6,Finally feel seen.,2025-06-10
830,830,3,Heavy-hearted.,2025-06-13
831,831,6,Joyful after catching up with an old friend.,2025-06-10
832,832,5,Having a creative burst!,2025-06-09
833,833,4,Craving human connection.,2025-06-12
834,834,6,Panic subsided after deep breathing.,2025-06-10
835,835,6,Having a balanced day emotionally.,2025-06-09
836,836,5,Feel mentally stronger today.,2025-06-14
837,837,1,Hurt by someone’s words.,2025-06-08
838,838,2,Laughed till my stomach hurt.,2025-06-09
839,839,3,"Chatted with a mentor, feeling guided.",2025-06-15
840,840,10,Lonely but trying to stay positive.,2025-06-08
841,841,9,Restless sleep last night.,2025-06-11
842,842,7,Emotionally stable right now.,2025-06-06
843,843,4,Laughed till my stomach hurt.,2025-06-06
844,844,8,Deep in thought.,2025-06-13
845,845,10,Hopeful about the future.,2025-06-09
846,846,5,Feeling unappreciated.,2025-06-10
847,847,6,Smiling for no reason.,2025-06-09
848,848,10,Calmer after meditation.,2025-06-07
849,849,7,Restless with no clear reason.,2025-06-07
850,850,3,"Too much screen time, feel drained.",2025-06-12
851,851,1,Struggling to stay focused today.,2025-06-08
852,852,8,"Chatted with a mentor, feeling guided.",2025-06-10
853,853,4,"Got good news, feeling thrilled.",2025-06-07
854,854,6,Emotionally numb.,2025-06-13
855,855,9,Joyful after catching up with an old friend.,2025-06-11
856,856,5,Day felt too long.,2025-06-13
857,857,7,"Watched a good movie, feeling relaxed.",2025-06-10
858,858,5,Feeling very present and mindful.,2025-06-09
859,859,10,Regret being unkind earlier.,2025-06-08
860,860,10,"Panic attack earlier, now calming down.",2025-06-11
861,861,6,Feel excited but also scared.,2025-06-14
862,862,4,Felt really inspired.,2025-06-15
863,863,7,Nothing went as planned.,2025-06-09
864,864,1,Mood improving slowly.,2025-06-13
865,865,7,Panic subsided after deep breathing.,2025-06-12
866,866,9,Craving human connection.,2025-06-06
867,867,5,Felt really inspired.,2025-06-15
868,868,6,"Had a cry, now feel lighter.",2025-06-15
869,869,2,Restless with no clear reason.,2025-06-08
870,870,1,Feel excited but also scared.,2025-06-11
871,871,5,Irritated by minor things.,2025-06-07
872,872,4,Messed up something and feeling guilty.,2025-06-11
873,873,2,Feel like I’m falling behind.,2025-06-10
874,874,8,Feel excited but also scared.,2025-06-13
875,875,6,Proud of what I achieved today.,2025-06-09
876,876,8,Insecure about how I look today.,2025-06-13
877,877,9,Chose rest over hustle.,2025-06-12
878,878,5,Feel mentally stronger today.,2025-06-09
879,879,2,Social battery is low.,2025-06-15
880,880,3,Having a creative burst!,2025-06-06
881,881,1,Nothing feels real.,2025-06-06
882,882,5,Experiencing imposter syndrome.,2025-06-07
883,883,7,Surprisingly optimistic.,2025-06-08
884,884,4,Need a long nap.,2025-06-10
885,885,3,Dealing with some family stress.,2025-06-12
886,886,9,Social battery is low.,2025-06-12
887,887,8,Struggling to stay focused today.,2025-06-07
888,888,9,Irritated by minor things.,2025-06-11
889,889,9,Feel excited but also scared.,2025-06-07
890,890,7,Need some alone time.,2025-06-08
891,891,1,Excited for the weekend!,2025-06-10
892,892,10,Deep in thought.,2025-06-10
893,893,10,Hard time getting out of bed.,2025-06-09
894,894,10,Nothing went as planned.,2025-06-10
895,895,1,Feeling energized and productive.,2025-06-15
896,896,6,"Too much screen time, feel drained.",2025-06-12
897,897,10,Love being productive!,2025-06-09
898,898,6,Hopeful about the future.,2025-06-07
899,899,6,Regret being unkind earlier.,2025-06-08
900,900,3,Irritated by minor things.,2025-06-13
901,901,5,Day felt too long.,2025-06-15
902,902,8,Nothing feels real.,2025-06-09
903,903,1,Finally feel seen.,2025-06-06
904,904,9,Sick and a bit cranky.,2025-06-09
905,905,7,Feeling impulsive and reckless.,2025-06-15
906,906,1,Need a digital detox.,2025-06-08
907,907,4,Feeling energized and productive.,2025-06-13
908,908,6,Excited to start new projects.,2025-06-11
909,909,2,Love being productive!,2025-06-10
910,910,6,"Missed meals, now moody.",2025-06-06
911,911,4,Nothing went as planned.,2025-06-08
912,912,6,Sick and a bit cranky.,2025-06-10
913,913,6,Mind feels heavy.,2025-06-10
914,914,6,"Had a cry, now feel lighter.",2025-06-07
915,915,9,Felt disconnected in meetings.,2025-06-10
916,916,7,Proud of what I achieved today.,2025-06-15
917,917,4,Love being productive!,2025-06-12
918,918,6,Restless sleep last night.,2025-06-12
919,919,6,Had a peaceful morning walk.,2025-06-13
920,920,4,Felt supported by family today.,2025-06-15
921,921,5,Had a peaceful morning walk.,2025-06-07
922,922,9,Content with how the day went.,2025-06-07
923,923,9,Struggling with loneliness.,2025-06-06
924,924,8,Day felt too long.,2025-06-15
925,925,6,"Missed meals, now moody.",2025-06-06
926,926,6,Reconnected with myself.,2025-06-11
927,927,3,Heavy-hearted.,2025-06-10
928,928,1,Restless sleep last night.,2025-06-12
929,929,4,Lack of motivation lately.,2025-06-08
930,930,1,Got closure today.,2025-06-15
931,931,1,Need a digital detox.,2025-06-09
932,932,4,Experiencing imposter syndrome.,2025-06-09
933,933,7,Dealing with some family stress.,2025-06-12
934,934,10,Having a balanced day emotionally.,2025-06-07
935,935,4,Light-hearted mood today.,2025-06-12
936,936,1,Mind racing all the time.,2025-06-14
937,937,8,Felt disconnected in meetings.,2025-06-06
938,938,10,Mood improving slowly.,2025-06-12
939,939,3,Trying to reset mentally.,2025-06-14
940,940,2,Laughing helped reduce stress.,2025-06-12
941,941,5,Overwhelmed with deadlines.,2025-06-08
942,942,4,Chose rest over hustle.,2025-06-14
943,943,7,Experienced pure joy in small things.,2025-06-08
944,944,1,Feel like isolating myself.,2025-06-11
945,945,10,Hope is back.,2025-06-09
946,946,4,Mind feels heavy.,2025-06-07
947,947,3,Having a balanced day emotionally.,2025-06-07
948,948,7,Everything feels overwhelming.,2025-06-15
949,949,7,Feeling very present and mindful.,2025-06-12
950,950,5,Feeling nauseous and stressed.,2025-06-15
951,951,8,Woke up with a headache.,2025-06-07
952,952,7,Still processing emotions.,2025-06-10
953,953,1,Really motivated today.,2025-06-06
954,954,4,Excited for the weekend!,2025-06-13
955,955,1,Content with how the day went.,2025-06-09
956,956,7,Brain fog all day.,2025-06-13
957,957,6,Can’t stop worrying about the future.,2025-06-11
958,958,5,Had a peaceful morning walk.,2025-06-12
959,959,3,Feeling thankful and grateful.,2025-06-09
960,960,4,Content with how the day went.,2025-06-13
961,961,8,Chose rest over hustle.,2025-06-13
962,962,10,Content with how the day went.,2025-06-12
963,963,1,Proud of what I achieved today.,2025-06-07
964,964,1,Had a peaceful morning walk.,2025-06-07
965,965,7,Brain fog all day.,2025-06-13
966,966,7,Anxious about upcoming tasks.,2025-06-14
967,967,3,Lack of motivation lately.,2025-06-09
968,968,10,Chose rest over hustle.,2025-06-10
969,969,9,Feeling thankful and grateful.,2025-06-10
970,970,8,Mood improving slowly.,2025-06-12
971,971,2,Can’t stop worrying about the future.,2025-06-08
972,972,6,Need a digital detox.,2025-06-09
973,973,1,Feeling like giving up.,2025-06-15
974,974,3,Had a peaceful morning walk.,2025-06-11
975,975,8,"Had a cry, now feel lighter.",2025-06-13
976,976,7,Very sleepy all day.,2025-06-08
977,977,9,Good conversation boosted my mood.,2025-06-12
978,978,3,Restless sleep last night.,2025-06-09
979,979,5,Lonely but trying to stay positive.,2025-06-11
980,980,1,Experiencing imposter syndrome.,2025-06-07
981,981,2,Emotionally stable right now.,2025-06-10
982,982,9,Messed up something and feeling guilty.,2025-06-06
983,983,10,Had a peaceful morning walk.,2025-06-07
984,984,5,Joyful after catching up with an old friend.,2025-06-12
985,985,2,Smiling for no reason.,2025-06-13
986,986,2,Everything feels overwhelming.,2025-06-12
987,987,3,Feeling like giving up.,2025-06-09
988,988,6,Feeling thankful and grateful.,2025-06-10
989,989,10,Chose rest over hustle.,2025-06-08
990,990,8,Emotionally numb.,2025-06-09
991,991,3,Excited for the weekend!,2025-06-08
992,992,2,"Missed meals, now moody.",2025-06-08
993,993,7,Having a creative burst!,2025-06-14
994,994,8,Chose rest over hustle.,2025-06-07
995,995,5,Trying not to overthink.,2025-06-08
996,996,5,"Got good news, feeling thrilled.",2025-06-07
997,997,2,Restless sleep last night.,2025-06-11
998,998,9,Felt really inspired.,2025-06-09
999,999,9,Surprisingly optimistic.,2025-06-13
1000,1000,2,Emotionally drained.,2025-06-15
